កករចិត្ត	កករ-ចិត្ត
ស្លាត្រឱន	ស្លា-ត្រឱន
ស្លាត្រួយ	ស្លា-ត្រួយ
ស្លាថ្មាត់	ស្លា-ថ្មាត់
ស្លាធម៌	ស្លា-ធម៌
ស្លាធម៌ដូង	ស្លាធម៌-ដូង
ស្លាបកែវ	ស្លាប-កែវ
ស្លាបចក្រ	ស្លាប-ចក្រ
ស្លាបចំអេង	ស្លាប-ចំអេង
ស្លាបច្រវា	ស្លាប-ច្រវា
ស្លាបទា	ស្លាប-ទា
ស្លាបប៉ាកកា	ស្លាប-ប៉ាកកា
ស្លាបប្រចៀវ	ស្លាប-ប្រចៀវ
ស្លាបប្រជៀវ	ស្លាប-ប្រជៀវ
ស្លាបព្រា	ស្លាប-ព្រា
ស្លាបព្រាចម្អាប	ស្លាបព្រា-ចម្អាប
ស្លាបព្រាបង្អែម	ស្លាបព្រា-បង្អែម
ស្លាបព្រិល	ស្លាប-ព្រិល
ស្លាបៀក	ស្លា-បៀក
ស្លាប់ក្រឡា	ស្លាប់-ក្រឡា
ស្លាប់ចិត្ត	ស្លាប់-ចិត្ត
ស្លាប់ចោលទៃ	ស្លាប់-ចោលទៃ
ស្លាប់ប្រយោជន៍	ស្លាប់-ប្រយោជន៍
ស្លាប់ព្រាយ	ស្លាប់-ព្រាយ
ស្លាប់ព្រោះមាត់	ស្លាប់-ព្រោះ-មាត់
ស្លាប់ព្រោះអណ្ដាត	ស្លាប់-ព្រោះ-អណ្ដាត
ស្លាប់រស់	ស្លាប់-រស់
ស្លាប់សាច់	ស្លាប់-សាច់
ស្លាស្ងាប	ស្លា-ស្ងាប
ស្លាស្នាប	ស្លា-ស្នាប
ស្លាស្លឹង	ស្លា-ស្លឹង
ស្លាអី	ស្លា-អី
ស្លឹកកណ្ដប	ស្លឹក-កណ្ដប
ស្លឹកក្រាស់	ស្លឹក-ក្រាស់
ស្លឹកគ្រៃ	ស្លឹក-គ្រៃ
ស្លឹកត្រចៀក	ស្លឹក-ត្រចៀក
ស្លឹកទេស	ស្លឹក-ទេស
ស្លឹកពោធិ៍	ស្លឹក-ពោធិ៍
ស្លឹករឹត	ស្លឹក-រឹត
ស្លឹកសីមា	ស្លឹក-សីមា
ស្លឹកស្រស់	ស្លឹក-ស្រស់
ស្លឺតស្លក់	ស្លឺត-ស្លក់
ស្លុតរន្ធត់	ស្លុត-រន្ធត់
ស្លុតស្លន់	ស្លុត-ស្លន់
ស្លុតីកថា	ស្លុតី-កថា
ស្លុតីបាឋកៈ	ស្លុតី-បាឋកៈ
ស្លុតីបាឋិកា	ស្លុតី-បាឋិកា
ស្លុតីវាទិន	ស្លុតី-វាទិន
ស្លុតីវាទិនី	ស្លុតី-វាទិនី
ស្លុតីវាទី	ស្លុតី-វា-ទី
ស្លូតត្រង់	ស្លូត-ត្រង់
ស្លូតបូត	ស្លូត-បូត
ស្លូតស្លាប់	ស្លូត-ស្លាប់
ស្លើតស្លក់	ស្លើត-ស្លក់
ស្លៀកដណ្ដប់	ស្លៀក-ដណ្ដប់
ស្លៀកពាក់	ស្លៀក-ពាក់
ស្លេកស្លាំង	ស្លេក-ស្លាំង
ស្លែងដងដឹង	ស្លែង-ដងដឹង
ស្លែងធំ	ស្លែង-ធំ
ស្លែងវល្លិ	ស្លែង-វល្លិ
ស្លែងស្លាក់	ស្លែង-ស្លាក់
ស្លោកបាត្រ	ស្លោក-បាត្រ
ស្លោកមុខ	ស្លោក-មុខ
ស្វទេស	ស្វ-ទេស
ស្វទេសភក្ដី	ស្វទេស-ភក្ដី
ស្វទេសភ័ក្ដ	ស្វទេស-ភ័ក្ដ
ស្វភូមិ	ស្វ-ភូមិ
ស្វស្ដិក	ស្វស្ដិ-ក
ស្វស្ដិកៈ	ស្វស្ដិ-កៈ
ស្វស្ដិភាព	ស្វស្ដិ-ភាព
ស្វស្ដិមង្គល	ស្វស្ដិ-មង្គល
ស្វស្ដិសុខ	ស្វស្ដិ-សុខ
ស្វស្ដី	ស្វ-ស្ដី
ស្វាក្រិស	ស្វា-ក្រិស
ស្វាគត	ស្វា-គត
ស្វាគតភាព	ស្វាគត-ភាព
ស្វាគតំ!	ស្វាគតំ-!
ស្វាគមន៍	ស្វា-គមន៍
ស្វាងគ្រុន	ស្វាង-គ្រុន
ស្វាងមុខស្វាងមាត់	ស្វាង-មុខ-ស្វាង-មាត់
ស្វាងស្រវឹង	ស្វាង-ស្រវឹង
ស្វាងអារម្មណ៍	ស្វាង-អារម្មណ៍
ស្វាង្គនា	ស្វាង្គ-នា
ស្វាញាក់ចិញ្ចើម	ស្វា-ញាក់ចិញ្ចើម
ស្វាទុ	ស្វា-ទុ
ស្វាទុភោជន	ស្វាទុ-ភោជន
ស្វាទុរស	ស្វាទុ-រស
ស្វាទុវាចា	ស្វាទុ-វាចា
ស្វាធីន	ស្វា-ធី-ន
ស្វាធ្យាយន៍	ស្វាធ្យាយ-ន៍
ស្វានបុក	ស្វាន-បុក
ស្វាមី	ស្វា-មី
ស្វាមីភក្ដិ	ស្វាមី-ភក្ដិ
ស្វាមីភរិយា	ស្វាមី-ភរិយា
ស្វាមីភ័ក្ដិ	ស្វាមី-ភ័ក្ដិ
ស្វាយក្រាប់	ស្វាយ-ក្រាប់
ស្វាយចន្ទី	ស្វាយ-ចន្ទី
ស្វាយត្រាំ	ស្វាយ-ត្រាំ
ស្វាយបបូរមាត់	ស្វាយ-បបូរមាត់
ស្វាយបែក	ស្វាយ-បែក
ស្វាយព្រៃ	ស្វាយ-ព្រៃ
ស្វាយរៀង	ស្វាយ-រៀង
ស្វាយអាត់	ស្វាយ-អាត់
ស្វារាជ	ស្វា-រាជ
ស្វារាជ្យ	ស្វា-រាជ្យ
ស្វាសរោគ	ស្វាស-រោគ
ស្វាហា	ស្វា-ហា
ស្វាហាបតិ	ស្វាហា-បតិ
ស្វាហាប់	ស្វា-ហាប់
ស្វាហាយ	ស្វា-ហាយ
ស្វាហិចស្វាហារ	ស្វាហិច-ស្វាហារ
ស្វាហៈ	ស្វា-ហៈ
ស្វិតក្រពះ	ស្វិត-ក្រពះ
ស្វិតចៅ	ស្វិត-ចៅ
ស្វិតស្វាញ	ស្វិត-ស្វាញ
ស្វីការគ្រោះ	ស្វីការ-គ្រោះ
ស្វេតកុញ្ជរ	ស្វេត-កុញ្ជរ
ស្វេតច្ឆត្រ	ស្វេត-ច្ឆ-ត្រ
ស្វេតបុស្ប	ស្វេត-បុស្ប
ស្វេតព័ណ៌	ស្វេត-ព័ណ៌
ស្វែងយល់	ស្វែង-យល់
ស្វែងរក	ស្វែង-រក
ស្វែងស្វះ	ស្វែង-ស្វះ
ស្វៃរិន	ស្វៃរិ-ន
ស្វៃរិនី	ស្វៃរិ-នី
ស្វៃរីប្រទេស	ស្វៃរី-ប្រទេស
ស្វៃរីភាព	ស្វៃរី-ភាព
ស្វះពន្លះ	ស្វះ-ពន្លះ
ស្វះស្វែង	ស្វះ-ស្វែង
ស្វ៊ែមេឃ	ស្វ៊ែ-មេឃ
ស្វ័យកម្ម	ស្វ័យ-កម្ម
ស្វ័យការពារ	ស្វ័យ-ការពារ
ស្វ័យគ្រប់គ្រង	ស្វ័យ-គ្រប់គ្រង
ស្វ័យចល័ត	ស្វ័យ-ចល័ត
ស្វ័យត្រាណ	ស្វ័យ-ត្រាណ
ស្វ័យធនភាព	ស្វ័យ-ធន-ភាព
ស្វ័យនិយោជន៍	ស្វ័យ-និយោជន៍
ស្វ័យប្រណិធាន	ស្វ័យ-ប្រណិធាន
ស្វ័យប្រវត្តិ	ស្វ័យ-ប្រវត្តិ
ស្វ័យប្រវត្តិកម្ម	ស្វ័យប្រវត្តិ-កម្ម
ស្វ័យភាព	ស្វ័យ-ភាព
ស្វ័យវាយតម្លៃ	ស្វ័យ-វាយតម្លៃ
ស្វ័យវិក្រិតិ	ស្វ័យ-វិក្រិតិ
ស្វ័យវិវេចនា	ស្វ័យ-វិវេចនា
ស្វ័យសិក្សា	ស្វ័យ-សិក្សា
ស្វ័យហិរញ្ញប្បទាន	ស្វ័យ-ហិរញ្ញប្បទាន
ស្វ័យអត្ថបទ	ស្វ័យ-អត្ថបទ
ស្អកស្អា	ស្អក-ស្អា
ស្អប់កំពប់លើ	ស្អប់-កំពប់-លើ
ស្អប់ខ្ពើម	ស្អប់-ខ្ពើម
ស្អប់ប្រសព្វចូល	ស្អប់-ប្រសព្វ-ចូល
ស្អប់មុខ	ស្អប់-មុខ
ស្អាងចិត្តជាថ្មី	ស្អាង-ចិត្ត-ជាថ្មី
ស្អាងស្អាត	ស្អាង-ស្អាត
ស្អាតបាត	ស្អាត-បាត
ស្អាតស្អំ	ស្អាត-ស្អំ
ស្អិតស្អាង	ស្អិត-ស្អាង
ស្អុយឈ្មោះ	ស្អុយ-ឈ្មោះ
ស្អុយមាត់	ស្អុយ-មាត់
ស្អុះស្អាប់	ស្អុះ-ស្អាប់
ស្អេកស្កះ	ស្អេក-ស្កះ
ស្អែកជាស្អែក	ស្អែក-ជា-ស្អែក
ហក់លោត	ហក់-លោត
ហង្សគតិ	ហង្ស-គតិ
ហង្សគាមិនី	ហង្ស-គាមិនី
ហង្សនាទ	ហង្ស-នាទ
ហង្សបាទ	ហង្ស-បាទ
ហង្សពាហនៈ	ហង្ស-ពាហនៈ
ហង្សពាហៈ	ហង្ស-ពាហៈ
ហង្សមាលា	ហង្ស-មាលា
ហង្សរថ	ហង្ស-រថ
ហង្សរាជ	ហង្ស-រាជ
ហង្សសេត	ហង្ស-សេត
ហង្សស្វេត	ហង្ស-ស្វេត
ហដ្ដចោរក	ហដ្ដ-ចោរក
ហដ្ដចោរិកា	ហដ្ដ-ចោរិកា
ហដ្ដវិលាសិនី	ហដ្ដ-វិលាសិនី
ហដ្ឋចិត្ត	ហដ្ឋ-ចិត្ត
ហឋវិទ្យា	ហឋ-វិទ្យា
ហត់នឿយ	ហត់-នឿយ
ហត្ថកម្ម	ហត្ថ-កម្ម
ហត្ថកម្មមូល	ហត្ថកម្ម-មូល
ហត្ថកិច្ច	ហត្ថ-កិច្ច
ហត្ថកោបនា	ហត្ថ-កោប-នា
ហត្ថកោសល្យ	ហត្ថ-កោសល្យ
ហត្ថកោសល្ល	ហត្ថ-កោសល្ល
ហត្ថក្រពុំ	ហត្ថ-ក្រពុំ
ហត្ថខ្នាត	ហត្ថ-ខ្នាត
ហត្ថគត	ហត្ថ-គត
ហត្ថគ្រឹះ	ហត្ថ-គ្រឹះ
ហត្ថគ្រោះ	ហត្ថ-គ្រោះ
ហត្ថជាងឈើ	ហត្ថ-ជាងឈើ
ហត្ថបាស	ហត្ថ-បាស
ហត្ថប្បហារ	ហត្ថ-ប្ប-ហារ
ហត្ថពល	ហត្ថ-ពល
ហត្ថពលិក	ហត្ថ-ព-លិក
ហត្ថមជ្ឈិមបុរស	ហត្ថ-មជ្ឈិម-បុរស
ហត្ថលេខ	ហត្ថ-លេខ
ហត្ថលេខា	ហត្ថ-លេខា
ហត្ថលេខាអេឡិចត្រូនិក	ហត្ថលេខា-អេឡិចត្រូនិក
ហត្ថសាទរ	ហត្ថ-សាទរ
ហត្ថសូត្រ	ហត្ថ-សូត្រ
ហត្ថហារីយ៍	ហត្ថ-ហារីយ៍
ហត្ថាចារ្យ	ហត្ថា-ចារ្យ
ហត្ថានីក	ហត្ថា-នីក
ហត្ថាភរណៈ	ហត្ថា-ភរណៈ
ហត្ថាលង្ការ	ហត្ថា-លង្ការ
ហត្ថា—	ហត្ថា-—
ហត្ថិគោបក	ហត្ថិ-គោបក
ហត្ថិគោបិកា	ហត្ថិ-គោ-បិកា
ហត្ថិនី	ហត្ថិ-នី
ហត្ថិបាល	ហត្ថិ-បាល
ហត្ថិបាលិកា	ហត្ថិ-បាលិកា
ហត្ថិមារក	ហត្ថិ-មារក
ហត្ថិរ័តន៍	ហត្ថិ-រ័តន៍
ហត្ថិលិង្គ	ហត្ថិ-លិង្គ
ហត្ថីលិង្គ	ហត្ថី-លិង្គ
ហទយកោស	ហទយ-កោស
ហទយកោសរោគ	ហទយកោស-រោគ
ហទយបរិធាន	ហទយ-បរិធាន
ហទយពិការ	ហទយ-ពិការ
ហទយរូប	ហទយ-រូប
ហទយរោគ	ហទយ-រោគ
ហទយលេខ	ហទយ-លេខ
ហទយវត្ថុ	ហទយ-វត្ថុ
ហទយវិការ	ហទយ-វិការ
ហទយវិទ្យា	ហទយ-វិទ្យា
ហទយសាស្ត្រ	ហទយ-សាស្ត្រ
ហនូកូវ	ហនូ-កូវ
ហយជវ័ន	ហយ-ជវ័ន
ហយពាហនៈ	ហយ-ពាហនៈ
ហយពិសេស	ហយ-ពិសេស
ហយវាហនៈ	ហយ-វាហនៈ
ហយានីក	ហយា-នីក
ហយោត្តម	ហយោ-ត្តម
ហរនេត្រ	ហរ-នេត្រ
ហរិចន្ទន៍	ហរិ-ចន្ទន៍
ហរិតជាតិ	ហរិត-ជាតិ
ហរិតបណ្ណ	ហរិត-បណ្ណ
ហរិតបត្រ	ហរិត-បត្រ
ហរិតផល	ហរិត-ផល
ហរិតាល	ហរិ-តាល
ហរិតាលមនោសិលា	ហរិតាល-មនោសិលា
ហរិតាលម័យ	ហរិតាល-ម័យ
ហរិរក្ខ	ហរិ-រក្ខ
ហរិរក្ស	ហរិ-រក្ស
ហរិរាជ	ហរិ-រាជ
ហល់ផ្ទៃ	ហល់-ផ្ទៃ
